,data,value
0,2016/9/13,1323.65
1,2016/9/14,1321.75
2,2016/9/15,1310.8
3,2016/9/16,1308.35
4,2016/9/19,1314.85
5,2016/9/20,1313.8
6,2016/9/21,1326.1
7,2016/9/22,1339.1
8,2016/9/23,1338.65
9,2016/9/26,1340.5
10,2016/9/27,1327
11,2016/9/28,1322.5
12,2016/9/29,1318.1
13,2016/9/30,1322.5
14,2016/10/3,1313.3
15,2016/10/4,1283.3
16,2016/10/5,1269.4
17,2016/10/6,1254.5
18,2016/10/7,1258.75
19,2016/10/10,1259.5
20,2016/10/11,1253.45
21,2016/10/12,1256.5
22,2016/10/13,1261.05
23,2016/10/14,1251.75
24,2016/10/17,1254.8
25,2016/10/18,1258.2
26,2016/10/19,1269.05
27,2016/10/20,1271.65
28,2016/10/21,1266.05
29,2016/10/24,1265.55
30,2016/10/25,1269.4
31,2016/10/26,1270.5
32,2016/10/27,1266.25
33,2016/10/28,1273
34,2016/10/31,1272
35,2016/11/1,1288.45
36,2016/11/2,1303.75
37,2016/11/3,1301
38,2016/11/4,1302.8
39,2016/11/7,1283.05
40,2016/11/8,1282.35
41,2016/11/9,1281.4
42,2016/11/10,1267.5
43,2016/11/11,1236.45
44,2016/11/14,1213.6
45,2016/11/15,1226.95
46,2016/11/16,1229.2
47,2016/11/17,1226.75
48,2016/11/18,1211
49,2016/11/21,1214.25
50,2016/11/22,1212.25
51,2016/11/23,1185.35
52,2016/11/24,1186.1
53,2016/11/25,1187.7
54,2016/11/28,1187
55,2016/11/29,1186.55
56,2016/11/30,1178.1
57,2016/12/1,1161.85
58,2016/12/2,1173.5
59,2016/12/5,1162.2
60,2016/12/6,1172.5
61,2016/12/7,1177.65
62,2016/12/8,1171.05
63,2016/12/9,1163.6
64,2016/12/12,1156.1
65,2016/12/13,1158.55
66,2016/12/14,1162.25
67,2016/12/15,1126.95
68,2016/12/16,1131.6
69,2016/12/19,1136.25
70,2016/12/20,1125.7
71,2016/12/21,1133.65
72,2016/12/22,1131.35
73,2016/12/23,1131.35
74,2016/12/28,1134.6
75,2016/12/29,1145.9
76,2016/12/30,1145.9
77,2017/1/3,1151
78,2017/1/4,1164.25
79,2017/1/5,1176.7
80,2017/1/6,1175.85
81,2017/1/9,1178.5
82,2017/1/10,1189.5
83,2017/1/11,1178.55
84,2017/1/12,1205.05
85,2017/1/13,1190.35
86,2017/1/16,1203
87,2017/1/17,1216.05
88,2017/1/18,1214.75
89,2017/1/19,1196.05
90,2017/1/20,1200.55
91,2017/1/23,1212.85
92,2017/1/24,1216.8
93,2017/1/25,1195
94,2017/1/26,1189.7
95,2017/1/27,1184.85
96,2017/1/30,1192.8
97,2017/1/31,1212.8
98,2017/2/1,1203.65
99,2017/2/2,1221.95
100,2017/2/3,1215.2
101,2017/2/6,1226.75
102,2017/2/7,1231
103,2017/2/8,1242.1
104,2017/2/9,1236.8
105,2017/2/10,1228.3
106,2017/2/13,1222.25
107,2017/2/14,1230.75
108,2017/2/15,1224.4
109,2017/2/16,1240.55
110,2017/2/17,1241.95
111,2017/2/20,1237.3
112,2017/2/21,1233.2
113,2017/2/22,1236.65
114,2017/2/23,1247.9
115,2017/2/24,1253.65
116,2017/2/27,1257.2
117,2017/2/28,1255.6
118,2017/3/1,1240.4
119,2017/3/2,1238.1
120,2017/3/3,1226.5
121,2017/3/6,1230.95
122,2017/3/7,1216.65
123,2017/3/8,1209.2
124,2017/3/9,1206.55
125,2017/3/10,1202.65
126,2017/3/13,1204.2
127,2017/3/14,1204.6
128,2017/3/15,1198.8
129,2017/3/16,1229.35
130,2017/3/17,1229.6
131,2017/3/20,1232.4
132,2017/3/21,1241.6
133,2017/3/22,1249.05
134,2017/3/23,1247.5
135,2017/3/24,1247.5
136,2017/3/27,1257.55
137,2017/3/28,1257.25
138,2017/3/29,1251.1
139,2017/3/30,1248.8
140,2017/3/31,1244.85
141,2017/4/3,1247.25
142,2017/4/4,1257.65
143,2017/4/5,1245.8
144,2017/4/6,1252.5
145,2017/4/7,1266.45
146,2017/4/10,1250.05
147,2017/4/11,1252.9
148,2017/4/12,1274.3
149,2017/4/13,1284.15
150,2017/4/18,1278.95
151,2017/4/19,1279.05
152,2017/4/20,1282.1
153,2017/4/21,1281.85
154,2017/4/24,1269.4
155,2017/4/25,1267.8
156,2017/4/26,1261.85
157,2017/4/27,1262.8
158,2017/4/28,1266.45
159,2017/5/2,1255.45
160,2017/5/3,1250.3
161,2017/5/4,1228.45
162,2017/5/5,1228.05
163,2017/5/8,1229.8
164,2017/5/9,1220.4
165,2017/5/10,1222.95
166,2017/5/11,1223.15
167,2017/5/12,1231.25
168,2017/5/15,1233.3
169,2017/5/16,1234.2
170,2017/5/17,1257.4
171,2017/5/18,1255.9
172,2017/5/19,1252
173,2017/5/22,1258.85
174,2017/5/23,1260.2
175,2017/5/24,1252.55
176,2017/5/25,1256.95
177,2017/5/26,1265.05
178,2017/5/30,1262.7
179,2017/5/31,1266.2
180,2017/6/1,1264.85
181,2017/6/2,1274.95
182,2017/6/5,1279.95
183,2017/6/6,1293.5
184,2017/6/7,1291
185,2017/6/8,1273.1
186,2017/6/9,1266.55
187,2017/6/12,1266.4
188,2017/6/13,1262
189,2017/6/14,1275.5
190,2017/6/15,1254.55
191,2017/6/16,1255.4
192,2017/6/19,1248.15
193,2017/6/20,1242.2
194,2017/6/21,1242.5
195,2017/6/22,1250.8
196,2017/6/23,1255.7
197,2017/6/26,1245.25
198,2017/6/27,1249.55
199,2017/6/28,1248
200,2017/6/29,1243.5
201,2017/6/30,1242.25
202,2017/7/3,1229.25
203,2017/7/4,1223.75
204,2017/7/5,1220.3
205,2017/7/6,1224.9
206,2017/7/7,1215.65
207,2017/7/10,1211.9
208,2017/7/11,1211.05
209,2017/7/12,1218.8
210,2017/7/13,1218.9
211,2017/7/14,1230.3
212,2017/7/17,1234.1
213,2017/7/18,1240.75
214,2017/7/19,1242.15
215,2017/7/20,1238.7
216,2017/7/21,1248.55
217,2017/7/24,1255.55
218,2017/7/25,1254.4
219,2017/7/26,1248.1
220,2017/7/27,1261.1
221,2017/7/28,1264.9
222,2017/7/31,1267.55
223,2017/8/1,1270.95
224,2017/8/2,1269.6
225,2017/8/3,1268.1
226,2017/8/4,1257.7
227,2017/8/7,1258
228,2017/8/8,1261.8
229,2017/8/9,1271.05
230,2017/8/10,1284.4
231,2017/8/11,1286.1
232,2017/8/14,1282.3
233,2017/8/15,1270.3
234,2017/8/16,1272.75
235,2017/8/17,1285.15
236,2017/8/18,1295.8
237,2017/8/21,1292.9
238,2017/8/22,1284.2
239,2017/8/23,1286.65
240,2017/8/24,1289
241,2017/8/25,1285.3
242,2017/8/29,1318.65
243,2017/8/30,1308.5
244,2017/8/31,1311.75
245,2017/9/1,1320.4
246,2017/9/4,1333.1
247,2017/9/5,1335.55
248,2017/9/6,1337.85
249,2017/9/7,1343.5
250,2017/9/8,1346.25
251,2017/9/11,1334.2
252,2017/9/12,1326.5
253,2017/9/13,1327.55
254,2017/9/14,1324.55
255,2017/9/15,1322.85
256,2017/9/18,1312.1
257,2017/9/19,1309.6
258,2017/9/20,1311.3
259,2017/9/21,1292.1
260,2017/9/22,1294.8
261,2017/9/25,1293.3
262,2017/9/26,1300.05
263,2017/9/27,1282.55
264,2017/9/28,1283.35
265,2017/9/29,1283.1
266,2017/10/2,1273.7
267,2017/10/3,1271.25
268,2017/10/4,1274.25
269,2017/10/5,1274.5
270,2017/10/6,1261.8
271,2017/10/9,1278.75
272,2017/10/10,1291.4
273,2017/10/11,1289.25
274,2017/10/12,1290.25
275,2017/10/13,1299.6
276,2017/10/16,1303.3
277,2017/10/17,1284.75
278,2017/10/18,1280.2
279,2017/10/19,1286.4
280,2017/10/20,1281.2
281,2017/10/23,1274.9
282,2017/10/24,1276.45
283,2017/10/25,1275
284,2017/10/26,1273.75
285,2017/10/27,1266.45
286,2017/10/30,1272
287,2017/10/31,1270.15
288,2017/11/1,1277.05
289,2017/11/2,1279.2
290,2017/11/3,1267.2
291,2017/11/6,1270.9
292,2017/11/7,1275.6
293,2017/11/8,1284
294,2017/11/9,1284.8
295,2017/11/10,1284.3
296,2017/11/13,1277.95
297,2017/11/14,1274.6
298,2017/11/15,1282.2
299,2017/11/16,1280
300,2017/11/17,1284.35
301,2017/11/20,1286.2
302,2017/11/21,1283.3
303,2017/11/22,1286.95
304,2017/11/23,1290.35
305,2017/11/24,1290.5
306,2017/11/27,1294.9
307,2017/11/28,1291.85
308,2017/11/29,1283.85
309,2017/11/30,1280.2
310,2017/12/1,1275.5
311,2017/12/4,1273.45
312,2017/12/5,1266.3
313,2017/12/6,1263.7
314,2017/12/7,1255
315,2017/12/8,1250.65
316,2017/12/11,1247.15
317,2017/12/12,1240.9
318,2017/12/13,1242.65
319,2017/12/14,1251
320,2017/12/15,1254.6
321,2017/12/18,1260.6
322,2017/12/19,1260.35
323,2017/12/20,1264.55
324,2017/12/21,1264.55
325,2017/12/22,1264.55
326,2017/12/27,1279.4
327,2017/12/28,1291
328,2017/12/29,1291
329,2018/1/2,1312.05
330,2018/1/3,1314.9
331,2018/1/4,1314.5
332,2018/1/5,1317.15
333,2018/1/8,1319.95
334,2018/1/9,1311
335,2018/1/10,1319.75
336,2018/1/11,1323.05
337,2018/1/12,1326.8
338,2018/1/15,1339.25
339,2018/1/16,1333.85
340,2018/1/17,1335.65
341,2018/1/18,1332.2
342,2018/1/19,1334.95
343,2018/1/22,1332.6
344,2018/1/23,1333.4
345,2018/1/24,1353.7
346,2018/1/25,1354.95
347,2018/1/26,1353.15
348,2018/1/29,1343.85
349,2018/1/30,1344.9
350,2018/1/31,1345.05
351,2018/2/1,1341.35
352,2018/2/2,1331.15
353,2018/2/5,1333.6
354,2018/2/6,1331.4
355,2018/2/7,1324.65
356,2018/2/8,1315.45
357,2018/2/9,1314.1
358,2018/2/12,1322.3
359,2018/2/13,1325.35
360,2018/2/14,1336.25
361,2018/2/15,1352.45
362,2018/2/16,1352.1
363,2018/2/19,1346.6
364,2018/2/20,1339.85
365,2018/2/21,1330.5
366,2018/2/22,1328.35
367,2018/2/23,1327.95
368,2018/2/26,1333.5
369,2018/2/27,1325.75
370,2018/2/28,1317.85
371,2018/3/1,1307.75
372,2018/3/2,1322.3
373,2018/3/5,1320.4
374,2018/3/6,1331.4
375,2018/3/7,1329.4
376,2018/3/8,1321
377,2018/3/9,1320.6
378,2018/3/12,1319.15
379,2018/3/13,1322.75
380,2018/3/14,1323.55
381,2018/3/15,1318.75
382,2018/3/16,1310.1
383,2018/3/19,1312.4
384,2018/3/20,1311
385,2018/3/21,1321.35
386,2018/3/22,1329.15
387,2018/3/23,1346.6
388,2018/3/26,1352.4
389,2018/3/27,1341.45
390,2018/3/28,1332.45
391,2018/3/29,1323.85
392,2018/4/3,1333.45
393,2018/4/4,1337.3
394,2018/4/5,1327.7
395,2018/4/6,1331.2
396,2018/4/9,1331.95
397,2018/4/10,1338.95
398,2018/4/11,1350.75
399,2018/4/12,1341.35
400,2018/4/13,1343.7
401,2018/4/16,1349.35
402,2018/4/17,1342.1
403,2018/4/18,1351.45
404,2018/4/19,1348.6
405,2018/4/20,1336.75
406,2018/4/23,1324.3
407,2018/4/24,1328.85
408,2018/4/25,1321.65
409,2018/4/26,1320.7
410,2018/4/27,1321.5
411,2018/4/30,1313.2
412,2018/5/1,1307.1
413,2018/5/2,1304.2
414,2018/5/3,1315.05
415,2018/5/4,1309.4
416,2018/5/8,1306.6
417,2018/5/9,1313.85
418,2018/5/10,1318.8
419,2018/5/11,1324.35
420,2018/5/14,1319.85
421,2018/5/15,1295
422,2018/5/16,1291.25
423,2018/5/17,1289.5
424,2018/5/18,1288.3
425,2018/5/21,1288.35
426,2018/5/22,1293.05
427,2018/5/23,1289
428,2018/5/24,1304.85
429,2018/5/25,1303.5
430,2018/5/29,1295.5
431,2018/5/30,1300.7
432,2018/5/31,1305.35
433,2018/6/1,1294.6
434,2018/6/4,1295.45
435,2018/6/5,1292.05
436,2018/6/6,1300.1
437,2018/6/7,1297.25
438,2018/6/8,1298.25
439,2018/6/11,1299.6
440,2018/6/12,1298.65
441,2018/6/13,1296.15
442,2018/6/14,1302.75
443,2018/6/15,1285.25
444,2018/6/18,1281.55
445,2018/6/19,1276.15
446,2018/6/20,1274.2
447,2018/6/21,1266.15
448,2018/6/22,1269.15
449,2018/6/25,1268.7
450,2018/6/26,1260.3
451,2018/6/27,1254.6
452,2018/6/28,1251.55
453,2018/6/29,1250.45
454,2018/7/2,1247.8
455,2018/7/3,1251.75
456,2018/7/4,1255.65
457,2018/7/5,1255.5
458,2018/7/6,1255.35
459,2018/7/9,1262.05
460,2018/7/10,1254
461,2018/7/11,1251.4
462,2018/7/12,1245.9
463,2018/7/13,1241.7
464,2018/7/16,1241.1
465,2018/7/17,1232.8
466,2018/7/18,1224.5
467,2018/7/19,1217.55
468,2018/7/20,1228.75
469,2018/7/23,1224.95
470,2018/7/24,1228.35
471,2018/7/25,1231.5
472,2018/7/26,1228.25
473,2018/7/27,1223.95
474,2018/7/30,1223.8
475,2018/7/31,1220.95
476,2018/8/1,1219
477,2018/8/2,1215.45
478,2018/8/3,1216.3
479,2018/8/6,1209.65
480,2018/8/7,1212.35
481,2018/8/8,1209.55
482,2018/8/9,1214.35
483,2018/8/10,1214.4
484,2018/8/13,1200.35
485,2018/8/14,1197
486,2018/8/15,1182
487,2018/8/16,1180.4
488,2018/8/17,1178.4
489,2018/8/20,1184.35
490,2018/8/21,1190.95
491,2018/8/22,1196.65
492,2018/8/23,1192.35
493,2018/8/24,1197.7
494,2018/8/28,1212.25
495,2018/8/29,1204.2
496,2018/8/30,1197.3
497,2018/8/31,1202.45
498,2018/9/3,1200.05
499,2018/9/4,1190.85
500,2018/9/5,1196.7
501,2018/9/6,1205.15
502,2018/9/7,1198.9
503,2018/9/10,1196.6
504,2018/9/11,1189.85
505,2018/9/12,1195.6
506,2018/9/13,1209.8
507,2018/9/14,1201.95
508,2018/9/17,1201.9
509,2018/9/18,1200.2
510,2018/9/19,1203.3
511,2018/9/20,1208.35
512,2018/9/21,1198.7
513,2018/9/24,1202.75
514,2018/9/25,1201.9
515,2018/9/26,1194.25
516,2018/9/27,1185.4
517,2018/9/28,1187.25
518,2018/10/1,1189.35
519,2018/10/2,1204.7
520,2018/10/3,1201.2
521,2018/10/4,1203.45
522,2018/10/5,1203.8
523,2018/10/8,1186.95
524,2018/10/9,1185.55
525,2018/10/10,1188.6
526,2018/10/11,1205.55
527,2018/10/12,1219.75
528,2018/10/15,1229.95
529,2018/10/16,1230.7
530,2018/10/17,1229.05
531,2018/10/18,1223
532,2018/10/19,1227.85
533,2018/10/22,1222.3
534,2018/10/23,1235.95
535,2018/10/24,1230.55
536,2018/10/25,1230.8
537,2018/10/26,1233.85
538,2018/10/29,1230.8
539,2018/10/30,1225.4
540,2018/10/31,1214.95
541,2018/11/1,1231.15
542,2018/11/2,1232.1
543,2018/11/5,1232.25
544,2018/11/6,1231.6
545,2018/11/7,1229.95
546,2018/11/8,1224.15
547,2018/11/9,1211.4
548,2018/11/12,1205.55
549,2018/11/13,1202.1
550,2018/11/14,1203.25
551,2018/11/15,1211.85
552,2018/11/16,1222.4
553,2018/11/19,1221.6
554,2018/11/20,1223
555,2018/11/21,1226.1
556,2018/11/22,1227.05
557,2018/11/23,1223.65
558,2018/11/26,1223.4
559,2018/11/27,1221.2
560,2018/11/28,1213.25
561,2018/11/29,1226.25
562,2018/11/30,1217.55
563,2018/12/3,1230.3
564,2018/12/4,1240.3
565,2018/12/5,1235.9
566,2018/12/6,1242.55
567,2018/12/7,1243.3
568,2018/12/10,1245.35
569,2018/12/11,1245.3
570,2018/12/12,1245.75
571,2018/12/13,1242.75
572,2018/12/14,1235.35
573,2018/12/17,1241.65
574,2018/12/18,1246.3
575,2018/12/19,1255
576,2018/12/20,1259.75
577,2018/12/21,1258.15
578,2018/12/24,1258.15
579,2018/12/27,1268
580,2018/12/28,1279
581,2018/12/31,1279
582,2019/1/2,1282.9
583,2019/1/3,1290.45
584,2019/1/4,1279.9
585,2019/1/7,1292.2
586,2019/1/8,1286.45
587,2019/1/9,1288.6
588,2019/1/10,1291.9
589,2019/1/11,1288.95
590,2019/1/14,1292.75
591,2019/1/15,1294.4
592,2019/1/16,1292.3
593,2019/1/17,1290.7
594,2019/1/18,1284.2
595,2019/1/21,1279.55
596,2019/1/22,1282.1
597,2019/1/23,1279.8
598,2019/1/24,1283.7
599,2019/1/25,1293.9
600,2019/1/28,1302.15
601,2019/1/29,1307.55
602,2019/1/30,1310.7
603,2019/1/31,1323.25
604,2019/2/1,1318.7
605,2019/2/4,1312.15
606,2019/2/5,1314.2
607,2019/2/6,1312.4
608,2019/2/7,1310
609,2019/2/8,1314.85
610,2019/2/11,1306.4
611,2019/2/12,1310
612,2019/2/13,1312.8
613,2019/2/14,1311.45
614,2019/2/15,1316.55
615,2019/2/18,1325.5
616,2019/2/19,1334.15
617,2019/2/20,1343.75
618,2019/2/21,1331.25
619,2019/2/22,1329.05
620,2019/2/25,1331.05
621,2019/2/26,1325.05
622,2019/2/27,1322.85
623,2019/2/28,1319.15
624,2019/3/1,1311.95
625,2019/3/4,1285.4
626,2019/3/5,1283.8
627,2019/3/6,1285.85
628,2019/3/7,1285.3
629,2019/3/8,1296.75
630,2019/3/11,1292.75
631,2019/3/12,1297.05
632,2019/3/13,1306.95
633,2019/3/14,1295.55
634,2019/3/15,1303.5
635,2019/3/18,1305.6
636,2019/3/19,1307.7
637,2019/3/20,1303.7
638,2019/3/21,1309.6
